编码,名称
2000021062,杭州高特电子设备股份有限公司
2000021226,武汉长海电气科技开发有限公司
2000021615,株洲海大机械实业有限公司
2000021754,上海泛华紧固系统有限公司
2000021808,北京运达华开科技有限公司
2000021927,湖南省铁信电讯科技发展有限公司
2000021931,株洲运佳运输有限责任公司
2000021932,武汉长江翔达物流有限责任公司
2000021935,株洲嘉泰货运有限责任公司
2000022199,河南航天精工制造有限公司
2000022433,湖南昶力轨道交通设备有限公司
2000022492,郑州宇通客车股份有限公司
2000022575,武汉力德仪测科技有限公司
2000022619,湖南湘电东洋电气有限公司
2000022765,湖南华菱湘潭钢铁有限公司
2000022918,上海天乘实业有限公司
2000022986,南京地铁运营有限责任公司
2000022994,上海汉得信息技术股份有限公司
2000023021,北京银博达图文设计有限公司
2000023084,洛阳市德联气体有限公司
2000023300,安徽成威消防科技有限公司
2000023368,开利空调销售服务（上海）有限公司
2000023415,株洲市气象灾害防御技术中心
2000023509,上海芬宜实业有限公司
2000023699,厦门信和达新能源有限公司
2000023706,广州锦宏科技有限公司
2000023734,重庆升业汽车零部件有限公司
2000023753,北京三维天地科技股份有限公司
2000023827,航天工程装备（苏州）有限公司
2000023829,华诚博远工程技术集团有限公司
2000023831,中国铁道科学研究院集团有限公司电子计算技术研究所
2000023895,南京鼎恩进出口贸易有限公司
2000023976,天津市志威商贸有限公司
2000023979,天津益昌电气设备股份有限公司
2000024083,西门子工业软件（上海）有限公司
2000024112,上海欧波同仪器有限公司
2000024175,上海微谱化工技术服务有限公司
2000024385,深圳市盘古数据技术有限公司
2000024396,四川同算科技有限公司
2000024403,西安爱瑞斯企业管理咨询有限公司
2000024407,兰州交通大学
2000024469,湖南恒信电气有限公司
2000024496,洛阳机车职业教育中心
2000024621,北京华亚正信资产评估有限公司天津分公司
2000024730,南京启益晨机电科技有限公司
2000024965,南京元白商贸有限公司
2000025347,北京中企华资产评估有限责任公司
2000025590,洛阳海灵汽车销售服务有限公司
2000025654,株洲市志明经贸有限公司
2000025721,株洲市新长城科技有限责任公司
2000025817,株洲天邦工贸有限公司
2000026168,英赛特（长沙）机电有限公司
2000026185,株洲君建机械设备有限公司
2000026194,思瑞安复合材料（中国）有限公司
2000026409,武汉广汉机电工具有限公司
2000026604,株洲市甜甜广告设计有限公司
2000026627,无锡市信丰汽车配件厂
2000026630,哈尔滨威帝电子股份有限公司
2000026633,长沙华宁汽车零部件有限责任公司
2000026642,上海科梁信息工程股份有限公司
2000026691,湖南华铝机械技术有限公司
2000026722,株洲雅华税务师事务所有限责任公司
2000026739,北京必创科技股份有限公司
2000026742,株洲为峰网讯科技有限公司
2000026774,湖南科德信息咨询有限公司
2000026858,艾维尼尔森工业紧固件（上海）有限公司
2000026938,江苏海外集团国际工程咨询有限公司
2000026948,株洲市石峰区时代纯净水销售部
2000026953,武汉普创数据科技有限公司
2000026977,株洲满钢通信技术有限公司
2000027197,河南跃利电器有限公司
2000027336,米勒贝姆振动与声学系统（北京）有限公司
2000027350,江门中车轨道交通装备有限公司
2000027385,南京全信传输科技股份有限公司
2000027425,上海库勒机电有限公司
2000027458,苏州瑞普德新材料科技有限公司
2000027465,株洲市凯信工贸有限公司
2000027578,上海联宏创能信息科技有限公司
2000027620,广东景中景工业涂装设备有限公司
2000027643,株洲泰和伟业科技有限公司
2000027774,上海联界汽车科技有限公司
2000027792,上海上讯信息技术股份有限公司
2000027939,中海能装备有限公司
2000028072,北京青年旅行社股份有限公司
2000028243,广州科路工业设备有限公司
2000028307,攀钢集团国际经济贸易有限公司成都分公司
2000028338,企业管理出版社有限公司
2000028368,南京瑞力汽车配件有限公司
2000028373,山东恒宇电子有限公司
2000028653,南京百特金属制品有限公司
2000028799,深圳市永联科技股份有限公司
2000028935,浙江威盾机械科技有限公司
2000028943,郑州鑫聚融电子产品有限公司
2000029021,河南省矿山起重设备制造有限公司
2000029092,湖南西钢特殊钢销售有限公司
2000029094,武汉中铝金属材料有限公司
2000029122,上海灼日新材料科技有限公司
2000029179,株洲晨星机电设备安装有限公司
2000029321,中国铝业股份有限公司贵州分公司
2000029322,云南铝业股份有限公司
2000029388,山东能源重装集团鲁南装备制造有限公司汶上分公司
2000029403,沧州渤海新区昊欣商贸有限公司
2000029609,殷智信息技术咨询(上海)有限公司
2000029616,吉林希尔轨道客车配件有限公司
2000029627,上海康速金属材料有限公司
2000030578,青岛亚荣科技有限公司
2000030616,爱威机电(南京)有限公司
2000030731,铁科纵横（天津）科技发展有限公司
2000030765,上海锐明轨交设备有限公司
2000030791,深圳英龙华通科技发展有限公司
2000030811,郑州明泰交通新材料有限公司
2000030835,成都康尼轨道交通装备有限公司
2000030873,天津忠旺铝业有限公司
2000030942,宁夏惠源达机电贸易有限公司
2000031050,湖南瑞诺会计师事务所有限责任公司
2000031063,中国铁路沈阳局集团有限公司物资采购所
2000031171,湖南滔滔网络科技有限公司
2000031221,苏州浩辰软件股份有限公司
2000031238,湘潭市恒力机电有限公司
2000031246,成都铁安科技有限责任公司
2000031266,上海先予工业自动化设备有限公司
2000031308,无锡市计量测试院
2000031350,毕马威华振会计师事务所（特殊普通合伙）
2000031365,无锡市公共资源交易中心
2000031390,天津卡达克数据有限公司
2000031393,江苏常友环保科技股份有限公司
2000031484,同道精英(天津)信息技术有限公司
2000031487,苏州智河环境试验设备有限公司
2000031504,湖南湘楚会计师事务所有限责任公司
2000031592,湖南安康时代检验检测有限公司
2000031604,天津中铁电气化设计研究院有限公司
2000031690,北京全路通信信号研究设计院集团有限公司
2000031756,北京中城轨文化传播有限公司
2000031768,上海海得控制系统股份有限公司
2000031909,株洲市上若电力科技有限公司
2000032006,华豹（天津）新材料科技发展股份有限公司
2000032027,成都西交金测智能科技有限公司
2000032031,天津万飞科技有限公司
2000032146,湖南博达方仁工程项目管理有限公司
2000032154,湖南品标华测检测技术有限公司
2000032224,株洲华湘和物流有限公司
2000032226,株洲平达物流有限公司
2000032236,株洲鸿欣达包装有限公司
2000032270,北京镭格之光测量技术有限公司
2000032305,长沙泉仕工贸有限公司
2000032311,湖南省守合同重信用企业协会
2000032330,北京泰克赛尔软件有限公司
2000032432,广州市华诺工业气体有限公司
2000032484,株洲市嘉宇机电有限责任公司
2000032556,株洲骏华广贸科技开发有限公司
2000032666,维新制漆（江西）有限公司
2000032676,长沙华吉机电设备有限公司
2000032778,中铁二十五局集团电务工程有限公司
2000032808,乌鲁木齐市天商五交化有限公司
2000032898,株洲市瑞意达机电设备有限公司
2000032910,株洲市福誉工贸实业有限责任公司
2000032912,成都多林电器有限责任公司
2000033000,中国铁路乌鲁木齐局集团有限公司哈密机务段
2000033202,骆驼集团蓄电池销售有限公司
2000033294,北京集慧智佳知识产权管理咨询股份有限公司
2000033295,北京鉴衡认证中心有限公司
2000033362,黑龙江恩泽地坪工程有限公司
2000033561,上海高顿企业管理咨询有限公司
2000033577,宁波怀德机电科技有限公司
2000033595,无锡丰蓝科技发展有限公司
2000033690,株洲市石峰区杰龙电子商行
2000033747,中国人民财产保险股份有限公司盐城市分公司
2000033763,青岛驰安特轨道装备有限公司
2000033781,扬州华通机械制造有限公司
2000034203,中国时代经济出版社有限公司
2000034223,明盾技术河北有限公司
2000034224,成都迈络科技有限公司
2000034242,湖南乐仪光电科技有限公司
2000034277,株洲海联汽车销售服务有限公司
2000034305,中钢招标有限责任公司
2000034323,湖南嘉创信息科技发展有限公司
2000034335,上海英格索兰压缩机有限公司
2000034348,湖南君正检测技术有限公司
2000034467,广州华阳机电科技有限公司
2000034477,北京麦克尔科技有限公司
2000034524,安徽中涣智能防务设备营销服务有限公司
2000034628,广州联诚铁路装备有限公司
2000034650,上海晋飞碳纤科技股份有限公司
2000034672,通号(北京)招标有限公司
2000034719,宁波埃哲森机械工贸有限公司
2000034720,广州盛吉五金制品有限公司
2000034721,宁波宇信金属制品有限公司
2000034722,宁波市北仑恒兴电器厂
2000034769,宁波新奥燃气发展有限公司
2000034802,昆明卓典机械设备有限公司
2000034803,广州宏路网络科技有限公司
2000034804,株洲飞瑞轨道科技有限公司
2000034805,深圳市国宇源创科技有限公司
2000034806,广州市穗泉水质检测有限公司
2000034809,中越（上海）企业服务有限公司
2000034810,宁波市江北区艺彩堂策划工作室
2000034884,宁波兴运鑫钢结构工程有限公司
2000034885,洛阳车之恋汽车服务有限公司
2000034886,宁波大应休闲农庄有限公司
2000034887,广西南宁海士利自动化设备有限公司
2000034888,黄骅市神农百草堂药品连锁有限公司
2000034889,南京索盟数码科技有限公司
2000034905,湖南兰德科技发展有限公司
2000034909,湖南中柱有限责任会计师事务所
2000034923,武汉睿佰晟贸易有限公司
2000034924,北京方控自动化科技有限公司
2000034925,宁波市鄞州砂轮厂
2000034927,北京江南伟业茶叶有限公司
2000034928,广州市卓石信息技术有限公司
2000034975,深圳市中兴新云服务有限公司
2000034987,武汉市江夏区计划用水节约用水办公室
2000035002,宁波泰禾智能科技有限公司
2000035007,上海乐测电子科技有限公司
2000035031,湖南天昊工程项目管理有限公司
2000035049,广州桦研电器设备有限公司
2000035050,五芳斋餐饮有限公司宁波中兴路店
2000035051,北京中昊阳光信息技术有限公司
2000035088,深圳市海豚科技发展有限公司
2000035089,深圳市巴迪泰克电子有限公司
2000035090,上海广通国际贸易有限公司
2000035091,南京永诺传动设备有限公司
2000035143,湖南泰华科技检测有限公司
2000035162,深圳市东华计量检测技术有限公司
2000035202,广西坤宇建设工程有限公司
2000035203,广西南宁凝聚文化传播有限公司
2000035204,中国人寿财产保险股份有限公司洛阳市中心支公司
2000035210,重庆邦杰净油设备有限公司
2000035211,云南莱拓机电科技有限公司
2000035212,邱志军
2000035237,宁波鄞州宁东致舟建材商行
2000035269,中国测试技术研究院
2000035280,苏州市蔚蓝净化材料有限公司
2000035281,杭州小狼科技有限公司
2000035282,宁波利龙贸易有限公司
2000035283,广州市吉普超声波电子设备有限公司
2000035284,上海克美机械设备有限公司
2000035285,宁波周行户外旅游有限公司
2000035286,河南尊德建筑工程有限公司
2000035287,陈励锋
2000035288,广州源通昌旺办公用品有限公司
2000035289,广东省科学技术情报研究所
2000035290,广西鸿安建设有限公司
2000035291,高献
2000035327,工业和信息化部装备工业发展中心
2000035334,岳阳宏达至信再生资源回收有限公司
2000035349,广州市天河区东圃供销合作社废旧物资回收伍拾捌分站
2000035352,新疆黄金盾保安服务有限公司
2000035361,无锡市奇灵汽车配件有限公司
2000035362,沃尔新（北京）自动设备有限公司
2000035363,广州市鑫顺孚电气机械有限公司
2000035364,广州市越秀区慧一百货行
